B1,B2,B3,B4,B5,R1,R2,R3,R4,R5,winner
166,20,147,236,40,54,121,103,222,43,0
39,131,157,119,117,166,141,517,221,350,0
62,60,51,15,30,166,20,238,202,161,1
166,154,38,51,40,54,59,268,15,117,0
92,56,131,96,497,41,121,134,15,267,0
777,421,517,119,117,166,107,84,30,53,1
41,238,38,30,267,240,163,15,45,16,0
58,62,163,81,267,166,82,238,145,412,1
166,76,10,202,16,78,104,103,30,235,1
23,35,84,523,117,15,80,127,420,888,1
24,5,84,22,267,157,254,7,81,888,1
23,141,103,15,22,10,35,518,360,53,1
23,64,157,34,37,58,141,55,15,25,1
62,78,34,360,555,420,11,112,18,32,0
114,131,8,202,117,238,234,517,222,16,1
516,62,79,157,555,164,154,26,203,37,1
266,245,555,50,26,98,107,30,74,89,1
8,107,266,145,350,14,154,238,119,555,1
8,64,711,360,40,517,154,157,523,555,0
44,120,517,221,350,77,72,38,51,117,0
266,30,246,115,412,777,72,711,221,888,1
35,5,84,81,432,85,91,30,202,111,1
266,76,157,360,89,106,163,777,81,555,0
82,234,39,29,44,55,33,266,67,26,1
222,10,777,121,26,114,102,245,202,22,0
39,121,517,110,117,41,163,777,30,40,0
238,78,777,96,142,517,60,67,18,497,1
420,104,517,74,888,777,11,245,360,111,0
420,234,136,67,43,27,121,777,15,12,1
126,121,30,22,117,98,91,8,15,40,0
516,131,157,15,497,887,107,17,29,117,0
777,30,266,360,888,420,131,157,21,117,1
67,113,134,81,350,80,154,711,21,117,1
427,131,777,236,44,122,15,26,59,117,0
86,62,103,21,44,10,80,157,429,142,0
92,121,38,21,888,122,28,777,29,117,0
114,121,142,21,147,163,154,106,360,111,1
41,19,142,145,555,122,200,103,81,53,1
122,20,8,236,267,77,154,157,30,80,0
10,28,92,81,40,62,141,777,30,267,1
113,121,45,21,117,268,104,10,15,40,0
113,104,101,15,43,39,28,127,360,40,0
98,28,119,26,40,92,234,43,81,432,1
113,121,15,30,432,58,147,141,67,143,0
27,120,38,30,37,6,147,28,222,555,1
59,121,80,30,223,777,200,517,221,555,0
84,64,777,67,20,54,28,103,429,12,1
114,78,55,15,235,166,121,103,67,432,0
164,121,69,21,101,92,245,45,81,432,0
79,91,134,222,40,266,28,39,67,888,1
1,131,56,236,267,92,28,157,23,350,1
166,28,268,96,26,39,238,13,429,111,0
41,121,711,30,350,266,200,103,21,111,0
122,104,39,119,32,17,121,103,45,57,0
59,266,45,29,40,122,121,55,51,432,1
77,29,238,110,350,114,141,517,30,497,0
122,59,55,81,43,86,203,112,15,44,0
122,15,75,234,43,2,59,112,21,44,1
24,64,55,21,26,777,32,103,222,350,0
8,120,55,222,117,777,121,517,51,43,1
39,154,517,67,201,69,141,26,145,555,0
164,121,517,29,888,114,91,157,30,44,1
133,141,777,81,40,69,28,79,360,117,0
14,29,90,236,32,157,245,112,15,40,0
113,64,161,81,26,8,56,5,51,111,0
164,107,105,51,101,60,104,8,119,40,0
58,59,518,21,267,777,141,517,81,888,0
157,33,27,18,888,2,141,268,202,40,1
41,76,166,81,44,92,5,517,110,201,0
150,107,50,81,40,266,200,112,22,555,1
164,11,268,15,497,777,120,103,202,412,0
114,77,75,15,147,24,254,711,67,40,1
98,203,268,15,89,122,141,45,81,63,0
777,245,517,29,117,164,5,711,21,888,1
9,39,38,236,267,58,245,517,360,43,1
86,11,711,96,267,98,24,777,74,44,1
98,62,517,51,25,114,107,119,61,117,0
98,82,16,29,147,62,33,91,30,40,1
82,238,68,498,40,98,245,55,145,117,0
120,10,91,15,43,98,234,517,67,350,0
82,141,157,145,53,98,234,517,202,25,1
72,107,61,29,101,98,200,50,81,432,0
266,28,44,15,101,98,20,50,21,22,1
98,421,99,236,267,142,30,266,360,59,0
266,62,55,15,40,98,234,30,21,22,0
98,234,777,147,40,41,2,268,21,43,0
98,234,517,21,432,41,64,161,523,40,0
122,245,268,51,37,266,421,112,22,412,0
39,245,43,18,555,24,421,711,15,25,0
98,104,777,50,350,58,60,517,360,111,1
58,120,84,360,32,98,104,82,81,43,0
266,421,245,119,32,92,141,105,22,201,0
30,76,777,145,40,887,141,246,22,350,1
98,104,8,429,44,58,200,517,145,111,0
98,203,69,523,412,48,876,91,157,350,1
266,78,711,119,16,2,59,8,29,350,1
80,163,166,21,117,92,48,55,15,412,0
166,59,127,15,26,266,48,238,145,117,0
14,78,4,895,432,875,104,517,51,111,0
166,35,50,360,111,58,234,61,21,161,0
86,112,104,895,26,58,121,163,360,40,1
98,120,15,8,43,14,104,74,30,89,1
516,104,7,51,235,58,84,45,15,432,1
98,421,110,360,888,80,11,134,96,117,1
58,113,55,21,147,82,200,110,51,89,0
24,104,8,21,101,98,28,238,45,412,0
79,104,517,15,40,164,62,103,45,497,0
166,20,103,498,117,240,876,55,360,555,1
223,163,517,18,117,887,9,777,29,412,1
114,154,84,15,117,92,59,142,29,43,1
24,33,26,51,267,2,60,115,96,117,0
58,59,518,21,267,777,141,517,81,888,0
887,104,81,119,888,122,9,101,360,412,1
245,141,238,202,40,54,104,34,30,235,1
106,104,55,21,32,166,48,8,30,111,1
876,79,157,21,40,777,203,103,119,43,1
82,11,117,202,45,166,121,268,81,497,1
2,121,236,518,117,24,104,142,21,26,0
98,141,517,119,40,266,104,38,15,16,0
48,516,26,22,142,122,62,112,157,117,0
82,5,142,21,40,154,245,360,429,111,1
72,9,84,21,497,777,60,3,119,32,0
51,154,157,142,25,79,121,84,221,16,0
75,120,517,81,22,122,154,103,21,111,0
126,163,8,145,235,27,131,517,236,267,1
62,200,518,145,111,82,421,166,110,22,1
98,154,157,30,235,55,104,114,96,40,0
19,131,8,222,117,266,245,246,523,43,0
777,59,517,895,40,107,56,110,29,117,1
420,107,517,119,555,39,91,142,96,59,0
122,62,268,29,53,24,48,517,119,12,1
102,11,711,221,32,85,59,55,51,25,1
777,131,20,76,17,240,876,8,360,111,1
39,20,111,222,40,266,203,517,15,350,1
166,131,238,15,350,234,120,84,96,888,0
516,121,112,29,555,114,82,18,157,497,1
875,82,711,360,432,114,2,103,222,117,0
39,82,777,45,32,122,107,13,29,350,1
266,35,55,523,555,122,421,517,145,432,1
266,76,777,29,267,83,122,34,15,117,1
157,90,5,21,432,122,9,39,22,147,0
122,107,112,81,350,875,200,103,96,40,0
2,711,141,15,16,122,120,103,222,43,1
122,141,84,51,25,133,77,711,15,117,1
98,141,517,119,40,266,104,38,15,16,0
122,107,8,360,40,24,104,38,51,432,0
887,141,777,119,111,6,11,39,81,350,1
122,876,777,202,40,80,2,105,96,555,1
777,122,112,29,412,62,20,55,30,235,0
82,20,517,202,555,22,77,84,29,117,0
39,91,50,360,555,122,20,103,119,16,1
122,245,38,110,117,240,28,777,45,432,1
164,78,517,81,43,114,28,4,110,37,1
122,163,157,202,26,240,203,103,15,888,0
122,107,38,236,267,517,141,50,51,43,0
85,245,266,145,350,23,238,142,110,40,1
41,131,142,202,25,516,421,85,29,117,1
62,107,38,21,16,84,9,157,30,37,1
77,76,238,202,43,516,107,69,15,888,1
266,120,245,110,40,54,20,112,202,526,0
166,20,147,236,40,54,121,103,222,43,0
266,154,110,498,40,86,141,26,145,101,0
516,121,8,81,526,59,104,38,30,555,0
103,131,14,360,555,777,76,82,67,40,1
114,154,134,119,497,516,11,517,360,40,0
62,76,516,30,32,98,163,246,51,16,1
62,163,91,221,350,516,60,246,119,432,1
223,20,34,15,432,39,131,103,202,350,0
266,11,112,51,99,74,56,69,21,40,1
5,106,55,21,22,41,245,26,119,40,1
41,876,238,360,26,30,245,69,895,40,1
37,55,59,29,98,24,35,74,360,40,1
10,48,246,50,40,8,163,517,360,497,0
79,121,711,15,40,84,107,246,777,235,0
240,35,267,236,268,14,876,43,15,40,1
150,421,55,222,99,164,131,90,51,350,0
876,48,157,145,555,72,131,517,15,497,0
516,48,105,29,117,84,517,203,145,43,0
164,131,127,145,235,122,104,39,81,267,0
164,113,142,202,111,126,2,8,360,555,1
8,154,38,119,26,121,266,44,21,32,1
98,91,10,119,111,83,28,238,498,555,1
24,141,517,110,26,166,77,112,22,117,0
777,141,157,50,147,92,876,77,110,555,0
86,154,42,81,432,62,245,711,21,89,0
6,131,517,145,111,221,48,157,15,350,0
516,62,157,119,44,82,2,58,21,16,1
98,131,157,21,526,875,48,517,15,350,0
266,59,517,15,117,114,60,238,221,350,0
78,107,99,147,22,58,131,110,236,412,1
78,48,99,15,40,150,141,103,119,412,0
164,62,142,147,40,58,32,166,30,497,0
84,62,4,202,201,83,147,141,51,432,0
164,141,34,360,526,518,48,131,81,350,1
115,154,99,145,43,98,64,29,21,22,0
516,517,69,202,40,64,59,711,51,25,0
58,238,55,30,40,777,78,711,157,111,0
133,141,777,81,40,69,28,79,360,117,0
777,245,517,29,117,164,5,711,21,888,1
60,32,55,29,117,516,62,90,360,40,1
55,154,2,110,40,516,64,268,18,117,0
777,131,38,51,350,266,245,157,523,26,1
82,77,166,895,117,122,141,246,29,40,1
24,2,777,30,432,39,121,8,43,40,1
39,121,517,110,117,41,163,777,30,40,0
58,28,238,81,117,92,34,157,141,40,1
24,876,69,15,267,106,234,59,202,16,1
24,421,90,145,267,114,62,38,21,40,0
516,76,777,67,40,10,121,711,221,350,0
240,131,238,360,888,164,104,10,67,40,1
41,120,8,429,40,79,80,38,119,267,0
126,104,777,30,555,14,234,103,147,267,0
114,2,50,96,117,240,30,67,518,80,0
62,200,517,236,267,27,131,92,429,40,1
777,121,238,30,21,36,106,517,147,40,1
164,131,127,145,235,122,104,39,81,267,0
6,154,112,21,89,98,203,517,45,40,0
39,163,119,236,497,44,62,166,360,40,1
875,246,30,147,40,27,238,157,18,888,0
14,30,23,202,43,38,56,777,29,117,1
2,163,238,119,412,10,154,127,81,40,0
19,9,103,15,26,27,163,43,29,89,1
67,20,99,15,26,516,104,112,429,412,0
875,120,69,21,111,84,33,142,119,43,0
777,234,112,22,117,126,20,91,221,26,0
24,82,112,202,412,777,200,142,81,432,0
166,102,555,360,26,122,30,711,236,497,1
240,245,119,21,555,777,59,517,110,497,1
126,62,101,15,43,92,234,30,523,432,1
157,245,75,81,43,518,20,246,15,412,1
86,131,777,81,99,420,5,55,523,111,1
58,48,119,145,59,10,20,147,157,117,0
5,20,112,202,432,122,64,38,15,26,0
28,2,246,15,25,166,131,84,29,22,0
166,141,103,15,350,92,77,268,81,267,1
164,121,711,15,350,122,517,360,518,111,1
24,48,90,15,117,122,141,161,51,21,1
122,15,75,234,43,2,59,112,21,44,1
8,777,60,21,267,2,131,234,81,43,1
32,141,3,429,58,62,517,7,15,350,1
516,2,711,15,26,92,517,38,81,22,1
86,11,711,96,267,98,24,777,74,44,1
516,517,69,202,40,64,59,711,51,25,0
887,28,18,202,32,516,234,7,29,350,1
126,9,238,110,26,54,28,777,18,350,0
122,517,238,202,32,84,9,236,22,37,0
875,517,777,74,497,157,78,131,202,350,0
266,2,142,67,350,23,517,157,29,12,1
266,234,112,21,101,36,141,84,81,267,1
875,234,69,81,497,8,238,246,147,32,0
78,200,55,147,350,41,5,777,110,43,0
122,5,103,15,412,113,120,711,21,32,0
122,5,517,895,44,48,2,26,22,235,0
113,64,161,81,26,8,56,5,51,111,0
164,5,84,29,117,516,2,8,21,412,0
39,76,55,81,40,2,9,91,110,63,0
777,76,236,147,111,44,11,2,498,40,0
44,163,246,236,117,36,76,517,22,32,1
777,76,104,15,147,92,154,711,81,117,1
166,113,711,222,117,72,76,777,51,888,1
39,60,420,81,497,164,104,2,30,40,1
420,82,62,555,147,39,76,777,110,40,1
106,163,157,360,111,39,141,777,67,40,1
98,104,268,236,37,777,2,245,30,50,1
24,154,26,29,40,82,76,777,21,267,0
35,23,8,29,888,777,876,42,157,555,1
114,28,238,110,555,23,76,7,29,117,1
777,77,245,119,163,39,121,8,51,40,1
62,141,55,147,40,777,77,711,145,163,0
126,20,4,15,43,102,163,39,498,22,0
164,76,117,523,26,24,78,112,29,40,0
23,107,517,523,412,238,20,84,15,163,1
114,76,45,222,432,23,115,39,60,111,1
92,154,127,119,22,27,76,157,15,50,0
875,28,8,15,117,114,76,10,145,99,0
114,5,84,21,350,238,102,55,81,267,0
516,121,8,81,526,59,104,38,30,555,0
50,141,517,360,432,102,104,38,81,412,1
98,238,7,119,40,114,421,110,81,53,0
39,104,13,15,888,84,203,517,221,497,1
114,104,75,523,555,420,141,21,30,22,0
85,120,127,15,497,166,238,517,235,50,1
85,91,21,111,55,75,131,246,119,117,1
2,238,103,147,235,876,48,246,67,40,0
266,62,55,15,40,98,234,30,21,22,0
131,91,54,67,22,141,106,112,21,12,0
106,238,74,67,888,122,91,79,21,22,0
58,30,55,119,555,122,154,79,21,888,1
92,245,8,67,412,113,120,268,22,350,0
131,48,157,222,16,114,234,161,360,32,1
98,91,517,110,555,114,19,61,22,117,0
36,238,84,29,142,14,154,777,147,117,1
164,2,711,50,22,154,238,10,18,888,1
266,120,69,21,117,122,59,142,110,43,1
19,131,20,222,117,122,80,55,22,43,0
39,154,517,67,201,69,141,26,145,555,0
122,9,69,202,235,84,421,39,222,117,1
114,62,238,145,117,113,76,39,81,350,1
14,131,39,29,117,268,121,246,222,147,0
41,48,517,498,555,114,141,711,18,888,0
516,30,517,895,12,92,131,157,360,235,0
164,107,517,145,117,114,59,103,18,16,0
78,104,39,15,111,114,141,517,18,117,0
59,54,69,29,117,74,60,238,81,89,0
516,64,55,21,555,157,5,517,18,12,0
23,45,78,498,40,31,28,39,15,350,1
98,48,112,221,350,24,2,517,202,43,1
2,104,55,145,44,223,121,517,15,235,1
887,2,142,81,26,122,121,103,15,43,0
114,20,112,236,267,98,76,39,15,40,1
24,30,39,51,117,79,2,126,22,21,0
8,59,517,202,350,122,64,127,29,43,1
8,59,39,15,888,60,10,104,21,117,1
114,59,34,22,43,77,30,104,202,117,1
6,421,112,96,117,24,154,39,360,32,0
50,421,517,222,267,41,121,142,15,888,0
82,62,142,15,57,69,141,14,145,40,1
2,121,236,518,117,24,104,142,21,26,0
41,131,142,202,25,516,421,85,29,117,1
166,131,34,145,26,164,163,142,51,43,1
75,141,142,96,117,10,120,45,15,26,1
516,59,50,202,555,39,245,142,21,432,1
119,131,127,157,412,122,154,23,96,101,0
92,107,69,30,37,23,421,43,50,235,1
240,91,61,15,117,2,876,56,429,412,0
44,21,56,142,16,240,203,90,22,43,0
98,107,99,30,235,62,245,517,145,89,1
82,121,39,145,43,98,107,142,15,147,0
114,9,268,17,76,35,141,122,50,43,1
92,245,142,81,412,72,28,39,29,555,0
67,876,142,114,111,2,120,13,29,40,0
58,876,142,15,147,166,59,134,202,161,1
86,77,142,119,267,114,59,246,30,40,1
150,9,266,29,142,516,121,38,30,267,1
24,245,7,202,432,268,59,142,29,888,1
240,79,157,96,117,8,35,517,67,350,0
13,876,122,119,350,268,234,37,30,67,1
32,59,777,360,142,234,141,127,523,111,0
234,72,161,67,26,134,141,79,51,43,0
77,44,120,145,26,122,104,55,21,555,0
875,107,268,30,43,114,121,127,29,888,0
62,131,157,21,40,114,350,777,50,876,0
82,234,238,236,267,23,131,92,30,432,1
777,141,67,29,888,114,131,268,15,350,0
113,104,8,50,80,24,121,517,157,43,1
887,498,517,60,16,516,76,2,21,37,0
516,104,74,67,412,24,121,29,517,201,1
111,234,42,360,412,516,104,50,51,25,1
91,131,75,202,99,266,163,69,119,44,0
75,104,8,22,117,67,154,55,202,235,0
39,245,38,81,350,887,76,555,360,888,0
420,421,120,104,43,78,76,84,15,16,1
58,200,68,30,432,223,141,555,145,117,1
223,20,8,147,267,114,60,142,119,89,0
48,30,39,119,267,516,76,246,96,117,1
420,131,103,15,235,517,141,30,80,350,1
92,33,238,30,117,240,9,80,15,40,1
82,59,110,15,555,420,20,75,115,497,1
62,154,96,15,22,50,78,238,30,43,1
777,245,50,15,888,58,76,119,30,111,0
41,238,38,30,267,240,163,15,45,16,0
31,200,157,30,350,41,107,92,145,16,0
122,163,23,45,43,2,131,39,30,16,0
164,121,7,147,432,20,154,84,30,16,0
10,203,31,202,40,92,107,30,15,888,0
19,2,30,21,412,266,121,45,67,888,0
38,238,67,497,31,75,64,103,15,555,0
122,2,55,30,111,58,11,103,147,40,1
79,48,157,360,432,8,64,147,104,89,0
92,131,157,30,22,2,48,134,145,43,0
36,104,91,30,235,78,48,112,81,432,1
86,77,142,119,267,114,59,246,30,40,1
113,121,15,30,432,58,147,141,67,143,0
27,120,38,30,37,6,147,28,222,555,1
62,104,142,147,16,98,876,238,145,25,0
164,107,517,145,117,114,59,103,18,16,0
98,104,711,29,117,23,141,40,145,131,0
107,62,131,412,18,114,72,4,29,117,1
6,421,112,96,117,24,154,39,360,32,0
23,5,112,51,432,85,48,238,96,117,0
92,62,517,21,350,23,20,38,119,117,1
85,245,266,145,350,23,238,142,110,40,1
420,245,157,222,117,24,59,8,236,267,1
23,421,238,96,40,150,30,74,81,350,0
41,28,222,50,40,23,121,134,30,147,1
164,121,517,202,43,777,141,238,115,40,0
114,19,8,360,142,24,238,45,81,22,0
75,80,238,63,555,24,64,55,22,74,1
24,141,84,51,101,114,234,44,119,517,0
106,154,75,29,497,24,245,55,22,117,1
875,163,75,51,26,23,76,420,29,117,1
23,20,39,115,22,114,107,10,119,89,0
24,107,4,15,111,84,163,777,29,201,0
77,28,50,81,555,131,24,8,110,497,0
24,141,517,110,26,166,77,112,22,117,0
60,154,34,202,555,102,200,55,15,26,0
8,234,142,15,40,164,32,50,222,26,0
875,234,142,110,111,777,163,30,67,26,1
75,20,777,429,111,39,203,8,15,40,1
41,141,268,222,497,8,64,157,69,432,0
777,163,112,145,25,166,33,234,15,26,1
62,107,517,111,21,8,200,103,110,22,1
8,254,50,119,555,777,107,75,26,40,1
8,78,55,81,147,122,121,134,119,40,0
238,102,112,81,40,8,121,114,30,22,0
420,104,517,74,888,777,11,245,360,111,0
106,107,39,145,101,8,421,117,360,26,1
126,121,30,22,117,98,91,8,15,40,0
62,131,25,21,238,8,234,112,67,26,0
75,141,142,96,117,10,120,45,15,26,1
23,107,268,147,43,8,20,119,15,101,0
24,60,90,119,40,54,104,10,895,267,0
777,876,711,15,117,164,234,7,145,37,0
31,141,84,81,22,8,121,517,29,497,1
8,141,777,69,412,142,62,20,21,147,1
78,154,777,157,267,266,107,81,38,89,0
39,876,41,15,555,887,33,157,18,89,1
85,59,157,202,22,23,131,74,15,40,0
27,104,84,145,555,266,106,517,157,37,1
122,141,112,221,888,79,113,777,498,43,1
60,72,157,29,350,113,28,69,22,21,1
114,5,127,110,37,166,28,517,157,40,0
113,104,777,67,117,10,5,517,157,40,0
240,121,238,45,888,164,72,34,96,117,1
122,30,112,81,117,23,64,8,157,267,0
19,131,38,157,497,122,141,43,119,147,1
166,107,20,429,117,14,9,157,81,40,1
84,62,157,30,267,122,421,103,96,117,0
24,35,157,81,888,122,107,30,119,22,0
58,64,711,81,350,98,106,157,895,40,1
86,30,777,119,350,234,245,142,157,44,1
266,203,84,29,350,516,163,157,81,53,0
39,121,103,236,267,42,131,157,21,43,1
14,113,777,145,117,24,48,8,360,147,1
82,427,777,221,40,157,234,8,15,43,0
126,131,157,236,267,113,421,8,29,888,0
84,59,42,145,53,234,17,101,21,267,0
157,77,84,429,32,164,60,18,202,412,1
82,141,777,360,32,166,163,103,67,117,1
77,64,517,29,350,48,91,268,21,32,0
150,154,55,360,32,2,56,147,81,117,0
777,120,84,360,1,238,154,80,15,40,1
2,421,96,110,111,126,76,238,51,25,1
41,48,79,110,267,38,2,113,21,43,1
420,154,711,360,111,114,19,8,29,555,0
777,20,84,236,267,2,107,103,81,43,0
43,20,30,21,235,2,5,101,110,37,1
54,104,43,222,117,266,163,157,350,236,1
24,245,517,202,235,54,421,777,30,267,0
240,238,84,34,267,69,64,55,15,497,0
48,104,112,429,117,164,163,777,30,267,1
24,107,7,147,43,114,11,238,30,267,0
114,30,238,67,147,92,80,38,221,234,0
19,131,238,498,412,92,203,43,69,432,1
117,91,517,145,267,24,9,246,81,111,1
122,104,26,67,89,24,60,157,15,44,1
238,36,43,67,117,10,120,13,202,99,1
240,80,157,51,101,24,245,74,202,147,1
166,104,36,15,111,54,421,8,29,25,0
98,20,75,21,44,777,33,36,360,111,0
24,121,517,29,117,266,888,163,15,2,1
24,39,203,45,40,8,104,91,29,101,0
86,30,36,29,40,67,107,103,50,432,1
420,141,238,30,555,24,131,34,145,432,0
41,163,777,50,89,24,107,103,429,412,1
420,163,777,18,89,24,131,75,30,412,0
98,238,103,81,432,24,120,517,74,235,0
37,55,59,29,98,24,35,74,360,40,1
427,81,8,24,43,50,104,161,202,44,1
238,20,166,15,63,24,104,412,74,84,0
74,234,24,202,43,266,104,99,44,50,0
122,62,268,29,53,24,48,517,119,12,1
92,131,1,22,350,24,154,69,360,235,0
69,246,8,29,43,104,24,268,147,235,0
164,141,45,18,40,24,876,74,360,37,1
121,10,131,360,43,39,141,96,50,497,0
777,20,8,360,101,166,163,518,99,235,1
92,110,238,145,117,157,154,29,15,26,0
166,245,110,202,26,875,30,39,429,117,0
895,28,238,29,117,11,41,166,221,40,0
27,104,517,51,43,164,9,84,29,117,1
39,163,119,236,497,44,62,166,360,40,1
518,121,238,51,101,74,59,18,119,89,0
777,28,29,238,22,23,59,55,518,161,0
15,131,246,92,101,74,11,166,222,40,1
43,11,84,360,111,39,110,59,147,37,1
166,9,30,67,888,154,421,38,29,555,0
516,76,777,67,40,10,121,711,221,350,0
86,131,91,15,40,92,154,268,145,888,1
240,121,90,15,267,54,238,127,145,497,0
127,163,35,267,29,54,113,8,15,40,1
19,2,112,40,45,54,59,34,202,57,0
115,24,28,523,111,6,876,101,21,43,1
266,131,245,21,43,113,48,711,360,111,1
19,59,711,51,25,98,20,166,15,432,1
8,203,238,22,40,114,141,517,21,497,1
122,77,142,81,53,58,113,99,202,143,1
122,78,238,45,555,875,131,13,145,412,0
235,9,45,98,81,10,421,13,21,22,1
58,59,518,21,267,777,141,517,81,888,0
157,33,27,18,888,2,141,268,202,40,1
150,22,238,81,59,54,107,84,110,40,1
85,876,517,81,235,92,163,91,236,267,0
92,20,55,21,22,98,2,166,30,40,1
10,203,777,51,99,39,421,517,110,350,0
106,59,84,110,40,517,876,39,81,50,0
420,200,99,498,89,240,91,38,412,110,0
122,203,711,110,117,92,141,777,69,22,0
58,245,777,222,117,166,60,157,81,350,1
777,62,13,15,22,266,104,112,21,32,1
157,59,38,119,16,266,104,4,30,89,1
86,62,26,498,40,154,28,777,18,32,1
122,30,38,15,43,86,876,110,145,221,0
75,104,78,69,350,126,131,55,29,22,1
85,121,157,81,267,58,91,8,202,497,1
122,421,711,360,40,166,120,69,21,161,1
59,54,69,29,117,74,60,238,81,89,0
516,64,55,21,555,157,5,517,18,12,0
60,72,157,29,350,113,28,69,22,21,1
23,154,268,18,43,266,59,96,145,40,0
266,59,84,202,63,122,245,69,15,16,1
39,30,246,222,40,114,238,43,18,44,1
98,154,69,15,53,518,234,74,96,117,1
77,876,126,119,26,24,20,69,21,201,1
150,76,69,29,555,122,163,91,81,101,0
122,104,69,221,432,887,48,27,67,888,0
420,91,101,29,117,72,234,69,22,26,1
127,20,777,67,432,82,234,69,81,37,1
58,518,20,498,22,55,9,69,119,117,1
86,238,268,18,12,67,517,266,21,117,0
420,163,777,18,89,24,131,75,30,412,0
84,234,75,15,111,24,163,69,895,44,0
266,11,112,51,99,74,56,69,21,40,1
266,131,238,67,43,98,154,69,360,111,0
41,876,238,360,26,30,245,69,895,40,1
122,56,112,360,44,2,120,518,15,117,1
75,245,103,202,235,113,60,91,145,267,1
44,2,517,51,888,67,20,30,17,34,0
86,104,142,81,432,84,48,7,18,350,1
2,121,517,67,432,84,141,777,29,43,0
2,121,517,119,32,114,9,777,81,432,0
266,20,131,119,40,2,102,75,21,235,0
238,154,113,29,40,2,9,91,110,117,1
24,60,90,119,40,54,104,10,895,267,0
164,131,43,157,40,240,64,518,236,44,0
2,238,103,147,235,876,48,246,67,40,0
157,59,55,360,40,122,91,7,429,555,1
24,200,131,67,350,17,62,161,236,267,0
887,20,777,29,350,84,91,127,96,235,0
113,254,45,29,40,24,9,517,429,22,0
2,131,56,50,350,19,141,711,110,40,1
420,11,517,222,350,2,141,223,50,69,0
166,48,45,119,43,24,56,8,81,201,1
86,30,517,29,117,2,60,163,15,235,1
2,107,268,81,43,122,200,63,119,246,0
122,62,38,119,43,240,120,26,222,40,1
36,120,711,15,44,122,78,777,119,350,0
166,59,127,15,26,266,48,238,145,117,0
164,121,711,15,350,122,517,360,518,111,1
114,131,157,29,40,266,80,69,81,101,1
875,517,777,74,497,157,78,131,202,350,0
126,104,517,523,412,54,154,127,145,25,0
777,163,39,29,117,58,131,238,18,50,0
98,120,15,8,43,14,104,74,30,89,1
266,120,101,221,117,2,154,112,81,888,1
122,120,711,22,555,24,141,517,15,888,0
126,5,30,360,12,58,104,110,21,22,0
223,56,84,29,117,24,60,127,221,350,1
92,9,10,145,267,24,141,268,50,350,0
266,62,50,69,117,92,120,268,29,350,1
92,30,777,51,111,67,107,13,202,25,0
2,121,163,29,21,106,35,84,51,235,0
86,20,117,67,112,2,78,103,360,111,0
114,154,69,15,432,420,30,80,222,111,1
92,107,84,221,111,238,9,113,145,117,0
17,141,45,67,26,92,120,711,21,101,1
114,154,136,51,22,92,80,711,145,26,1
420,33,84,51,235,266,120,8,115,25,1
23,9,3,15,40,84,59,103,236,267,0
516,30,268,22,117,92,107,112,119,555,1
516,131,157,15,497,887,107,17,29,117,0
266,20,131,119,40,2,102,75,21,235,0
516,32,103,15,147,266,131,134,67,117,1
92,154,43,29,101,240,163,268,15,117,1
92,20,238,30,40,78,246,31,96,53,1
24,141,517,110,26,166,77,112,22,117,0
777,141,157,50,147,92,876,77,110,555,0
24,154,91,221,26,266,245,166,15,350,0
84,121,91,147,432,92,234,166,45,22,1
78,122,246,29,22,43,203,517,429,117,0
92,76,38,15,432,122,254,268,110,267,0
78,64,134,15,432,58,76,54,29,350,0
85,91,268,895,497,266,107,777,15,432,0
40,141,517,222,122,266,102,91,21,22,1
266,62,55,15,40,98,234,30,21,22,0
126,104,517,523,412,54,154,127,145,25,0
